uuid,signup_date,tenure,monthly_charges,support_calls,tier,product,operating_system,churn,churn_date,last_updated
d3e9855a-a802-4389-9d5d-b1d41071b407,2022-05-01,30,67.22149251619493,8,Individual,Product B,Linux,0,,2024-10-28
c0f47136-3400-4567-8eba-804fcee8a839,2024-04-28,6,31.95942459383017,0,Team,Product A,Linux,0,,2024-10-28
c036b202-520b-4927-8679-d399489b364f,2023-07-15,9,91.3244787222995,8,Individual,Product B,Windows,1,2024-04-17,2024-10-28
a00db203-06a7-4036-8145-f299ea8f93b2,2023-01-14,21,96.07850486168974,7,Individual,Product B,Linux,0,,2024-10-28
a9107c41-1d9d-4a6e-9da6-40049bfb6b38,2022-10-11,24,76.12771975694963,3,Team,Product B,Windows,0,,2024-10-28
a894c183-4e14-4bff-85f9-b510f9d2f678,2023-05-11,10,97.0967179954561,9,Team,Product A,Linux,1,2024-03-11,2024-10-28
d8bf666e-f359-4206-bec8-004b59f9f447,2022-08-19,26,69.37955963643907,4,Individual,Product B,Linux,0,,2024-10-28
c821828d-cf38-4e9d-8b8b-fae1b85818e4,2022-04-23,30,72.2732829381994,4,Individual,Product A,Linux,0,,2024-10-28
a93850f5-7877-4fdd-aed0-cfbdd3d72e30,2023-06-07,16,62.75410183585496,5,Enterprise,Product B,Windows,0,,2024-10-28
2cbd0a3d-0e96-41d2-b325-7a76bc8992cc,2023-02-07,20,22.54191267440952,6,Enterprise,Product B,Linux,0,,2024-10-28
9be2d31c-c4ca-4536-8352-7ae55d865e67,2022-01-31,33,30.789142699330444,7,Team,Product A,Windows,0,,2024-10-28
7f6231ff-506c-4c84-af10-0f2f021543a8,2022-04-27,30,23.142918568673426,7,Enterprise,Product B,Windows,0,,2024-10-28
ef40f175-c5ff-4baa-b003-379dae4e9a3a,2021-12-30,34,83.64104112637804,1,Enterprise,Product A,Linux,0,,2024-10-28
cefb7119-b126-4894-a6ce-aeda88f8df49,2024-05-30,5,51.43559810763267,8,Enterprise,Product A,Linux,0,,2024-10-28
d5a4a20e-e3f6-49a8-b4c9-8f2076f6faff,2022-01-04,34,70.85706911647029,6,Enterprise,Product A,Windows,0,,2024-10-28
757cd936-fb60-4e63-a7db-003e0bee848b,2023-07-23,15,110.7566473926093,3,Individual,Product B,Windows,0,,2024-10-28
823f07dd-6e6e-47a0-a68a-7365f7a7ddb8,2024-02-01,9,44.92922291488749,3,Team,Product B,Mac,0,,2024-10-28
c83cd276-0c13-46ab-a96d-f2f8821a6c7d,2023-07-27,15,61.038292303562976,7,Enterprise,Product B,Windows,0,,2024-10-28
0757e493-2d83-4241-921a-ca41b0397793,2024-07-16,3,95.55511385430486,3,Individual,Product A,Mac,0,,2024-10-28
75feaf27-af0d-4111-83c3-785aa9d0b821,2024-05-20,5,42.87981654916224,5,Individual,Product B,Mac,0,,2024-10-28
91b85606-2edd-434a-beef-bdddb35e9c18,2023-11-13,11,27.697990982879297,4,Individual,Product A,Mac,0,,2024-10-28
73d45dfa-d326-459b-8159-3cd6559ff87d,2023-08-22,14,48.975145291376805,2,Enterprise,Product B,Linux,0,,2024-10-28
3b2e9d58-b480-406e-92c4-bc7bcb91aca6,2022-06-30,28,36.122128725400444,9,Enterprise,Product A,Linux,0,,2024-10-28
99a58140-380b-4922-a136-115bc41809e5,2024-06-11,4,112.96976523425731,1,Team,Product A,Windows,0,,2024-10-28
6104d665-b964-4f73-9a02-95571a7da755,2024-08-03,9,100.8120379564417,8,Enterprise,Product A,Mac,1,2025-05-23,2024-10-28
966600ce-e6e6-422f-8d00-8f73edd1f142,2024-04-29,2,83.34037565104234,9,Enterprise,Product B,Linux,1,2024-07-25,2024-10-28
ecf1c4a2-7e7c-4417-b3b7-8d1e1ae14799,2023-10-27,11,107.14605901877177,8,Individual,Product A,Linux,1,2024-09-22,2024-10-28
9ccca835-0493-4425-aca2-c262523c0a92,2024-06-22,4,100.36720768991145,0,Team,Product A,Linux,0,,2024-10-28
9923098e-80bc-45ad-9fcb-4eb2330ecbca,2022-12-29,2,38.657005888603585,9,Enterprise,Product A,Linux,1,2023-02-27,2024-10-28
812b03d9-7bc8-495d-a239-342304a94318,2024-06-02,9,109.25589984899777,2,Enterprise,Product A,Linux,1,2025-03-07,2024-10-28
d207a05d-d9f5-4042-b62a-bda49a6fef59,2022-02-17,32,73.93422419156508,7,Individual,Product A,Mac,0,,2024-10-28
7f1f9dcf-d0fe-4f44-83cf-da1900b4f48e,2022-06-30,28,100.74401551640625,5,Individual,Product A,Mac,0,,2024-10-28
1cc91ecc-3a8f-4feb-a7cc-cf4bf0aaa7c2,2023-02-09,20,109.60912999234932,4,Enterprise,Product B,Mac,0,,2024-10-28
ee385f89-3fe1-48b7-908e-9c686bdbebc9,2023-08-10,14,51.80034749718639,4,Team,Product B,Mac,0,,2024-10-28
3f094497-5d62-4a99-8202-02e4f89a7a76,2022-05-29,29,31.005192452767677,5,Team,Product A,Windows,0,,2024-10-28
5bc09e1e-d569-4110-8656-d5bdc9a4454c,2024-01-09,4,42.79351625419417,6,Individual,Product B,Mac,1,2024-05-10,2024-10-28
a5c8fc66-f0bd-4db0-b97a-a8a4a6d1fcd4,2024-02-22,8,62.71077886262563,0,Individual,Product B,Linux,0,,2024-10-28
0d15e402-dde2-4652-9520-0ef5ed9bb0f1,2022-06-04,29,101.80147659224932,8,Enterprise,Product A,Mac,0,,2024-10-28
d4cc5015-d5bd-4781-a4eb-d07575f2658b,2022-03-26,9,106.07305832563435,2,Individual,Product A,Windows,1,2023-01-14,2024-10-28
b76cb2cd-73d7-4e59-97b3-1efa4fa020ab,2022-02-27,10,20.69521305311907,3,Enterprise,Product A,Linux,1,2022-12-24,2024-10-28
0b241706-703b-403b-8d0d-b8232881ef3f,2021-12-15,34,71.07473025775657,9,Team,Product B,Mac,0,,2024-10-28
127163f3-8e48-4261-8720-5054a8e161c3,2022-09-01,26,61.7411003148779,0,Team,Product A,Mac,0,,2024-10-28
aff9dfb3-3346-4809-a814-701de11ba9b5,2022-02-18,32,42.21078104707303,9,Enterprise,Product B,Mac,0,,2024-10-28
2495aa9a-f6ff-445b-8901-e694a58ca019,2022-05-24,29,31.986536733368283,2,Individual,Product A,Linux,0,,2024-10-28
52df4e09-492f-4750-8b20-7be866e7700d,2022-05-23,29,53.7615171403628,1,Team,Product B,Linux,0,,2024-10-28
b6d33594-ca4f-4798-9b97-44cdf83d4add,2024-08-20,4,114.29097039125192,1,Individual,Product A,Windows,1,2024-12-21,2024-10-28
84a75c31-3f21-4f75-867f-5113bcbe0938,2023-02-12,6,52.320293202075526,0,Team,Product A,Linux,1,2023-08-14,2024-10-28
6bd7101f-1f9d-4085-95dc-4a7ea950c7fb,2022-06-07,29,71.87906217433661,7,Enterprise,Product B,Linux,0,,2024-10-28
d9197b40-5b7e-4618-af90-6e202d3357fe,2023-07-16,15,90.30189588951778,2,Enterprise,Product B,Mac,0,,2024-10-28
25b705f0-0321-499d-b1c7-73b175b0b7a8,2024-07-30,3,56.3629602379294,2,Enterprise,Product B,Linux,0,,2024-10-28
31e536f7-b007-4e8b-ad1f-319d5e34fd5f,2023-05-18,17,117.17820827209607,5,Team,Product B,Mac,0,,2024-10-28
46e8d03a-7043-49b6-a4cf-a66a3b2e7dad,2023-01-07,10,116.24472949421113,7,Individual,Product B,Mac,1,2023-11-17,2024-10-28
d5022458-27ff-4171-8949-8b6f6b590abc,2022-10-21,24,45.17822958253642,8,Individual,Product B,Linux,0,,2024-10-28
7c819022-5f17-40fb-9e1e-80da7cf77919,2022-11-03,24,69.72485058923854,8,Individual,Product A,Windows,0,,2024-10-28
540b2abf-a437-4780-9d8b-f9814b98b7ca,2022-06-10,29,50.087830981676966,3,Team,Product B,Windows,0,,2024-10-28
b1e5660d-9fcf-4fb1-b184-7f8179cd0caa,2024-04-20,6,48.48404943774676,4,Team,Product A,Linux,0,,2024-10-28
0d45ee92-9a80-4684-adb2-b7abcddd737d,2024-06-13,4,23.68869473545328,1,Team,Product A,Windows,0,,2024-10-28
0b030ad7-969d-4d02-81b3-42ab080fb892,2023-11-19,11,80.95643339798968,8,Team,Product B,Mac,0,,2024-10-28
da070340-4ecc-490c-be93-def277123a05,2022-01-24,33,70.26790232288616,7,Team,Product A,Mac,0,,2024-10-28
7324a938-fe9f-4eba-97fa-5231413af7fd,2023-06-14,16,25.147875124998933,2,Individual,Product B,Linux,0,,2024-10-28
3fbc9a3d-bf41-4849-abd5-5c4ef7e7fdf4,2024-04-09,3,47.86464642366114,8,Team,Product B,Windows,1,2024-07-27,2024-10-28
d44602f1-2be2-4924-9675-23711647dd92,2023-04-05,19,110.82658859666537,2,Team,Product A,Windows,0,,2024-10-28
1010e09c-507c-4be1-ac22-8d3f1fc10109,2024-04-20,10,43.95618906669724,8,Individual,Product A,Mac,1,2025-03-07,2024-10-28
abdebdfe-b691-41bb-b510-64a61baf0430,2024-10-24,0,34.48948720912231,1,Team,Product B,Linux,0,,2024-10-28
4848722a-f3f2-4a40-ac25-6ff63a808d42,2023-12-23,10,68.94527602775631,9,Individual,Product B,Windows,0,,2024-10-28
58a5f1cc-1898-444a-9513-7d19abf38ae2,2023-04-29,18,118.56504541106007,8,Individual,Product A,Linux,0,,2024-10-28
6f9e9712-4820-4847-bd97-73b0543db4d8,2024-09-03,1,44.20552715115004,7,Enterprise,Product A,Windows,0,,2024-10-28
c5828c61-5e05-43a8-aca4-73f67a05ef1c,2023-08-13,3,87.21355474058785,8,Enterprise,Product A,Mac,1,2023-12-04,2024-10-28
2eb6033c-7608-4665-b54c-3113fe2d4c9b,2022-06-12,28,96.16196153287176,4,Enterprise,Product A,Mac,0,,2024-10-28
6fab3d6c-b94d-478a-b195-1155167d8c9c,2023-03-24,19,43.76375439923997,1,Enterprise,Product B,Linux,0,,2024-10-28
c0a625c3-8dc9-427a-9989-1fad0f92948b,2022-10-08,25,92.82163486118596,7,Team,Product B,Mac,0,,2024-10-28
201dbe3f-90f9-4c6f-9282-bc384eb8ccac,2023-11-04,11,56.77831327192532,5,Enterprise,Product B,Windows,0,,2024-10-28
5ffac8ee-5ac6-4f3e-8f08-8cbf222e1ca9,2022-08-02,27,83.23058305935794,7,Individual,Product B,Mac,0,,2024-10-28
82450a5c-0b50-4329-acea-fca94282abfc,2024-09-29,0,83.35297107608946,4,Team,Product A,Linux,0,,2024-10-28
3c27831b-fc00-44bd-955c-71cb2dafb5c0,2024-07-13,2,73.57746840747585,9,Enterprise,Product A,Linux,1,2024-09-17,2024-10-28
87306cfc-a68a-48db-831f-e6979a2509de,2022-07-08,28,29.02897700544083,1,Individual,Product B,Linux,0,,2024-10-28
712b778d-8c03-47dd-a291-59817cbd3a94,2022-11-12,23,103.5302495589238,5,Team,Product B,Windows,0,,2024-10-28
09458a6f-aa22-41de-9741-4f207a48df06,2022-05-22,29,52.07800649717358,4,Team,Product B,Windows,0,,2024-10-28
7669362c-55f5-4cb6-9906-2422cb951fec,2022-03-14,31,38.651851039985424,4,Enterprise,Product B,Windows,0,,2024-10-28
d0052267-abd9-4974-b7cd-9f4136605e5e,2022-05-20,29,24.077514155476393,0,Team,Product B,Windows,0,,2024-10-28
c4db0aa1-a74c-42dd-bd90-3bbcad7b2ad5,2022-10-28,11,79.08929431882419,1,Individual,Product B,Windows,1,2023-10-19,2024-10-28
f6563984-179f-476b-aad9-f58858cc6562,2023-03-03,20,87.75643618422824,7,Team,Product B,Mac,0,,2024-10-28
998114f6-7344-4652-b473-52c36e901843,2023-07-30,15,21.658782892785617,2,Individual,Product B,Windows,0,,2024-10-28
0eff9e05-e6fa-4155-a80f-16fdaa490d08,2023-02-22,20,71.2093058299281,9,Team,Product B,Windows,0,,2024-10-28
a7029ffb-5363-49c4-a9e7-a88ed233ac55,2022-12-01,8,42.649577519793795,2,Enterprise,Product A,Mac,1,2023-08-19,2024-10-28
f93e2b53-73e2-427b-b7f4-843f5550959c,2022-12-25,4,84.51727904094498,7,Individual,Product B,Windows,1,2023-04-26,2024-10-28
5fc91d92-849b-4c38-bc64-449e92a509f5,2023-05-05,18,37.436642900499145,7,Team,Product A,Linux,0,,2024-10-28
f67d37f2-e3b3-45e8-86a8-6006983fe4b7,2022-06-25,28,89.09377381024659,1,Team,Product A,Windows,0,,2024-10-28
34c1b9ac-1a10-4b0e-ab37-3b786672f552,2022-05-16,29,58.67353463005374,7,Team,Product B,Windows,0,,2024-10-28
2d45850f-f7e0-4c97-bb92-563ceb30a101,2024-01-25,9,113.67299887367345,0,Individual,Product B,Linux,0,,2024-10-28
ae1d8d73-7a7c-4d02-b37b-ea8a6de003dc,2023-04-26,18,33.75209441459933,5,Individual,Product A,Linux,0,,2024-10-28
c648d853-15e3-4552-8f18-49e8ecfd445f,2024-07-10,3,54.10663510502585,7,Individual,Product A,Linux,0,,2024-10-28
ad0edb51-be6a-4d03-ad5d-7b1118667b39,2023-10-10,12,31.347352124058908,2,Enterprise,Product B,Linux,0,,2024-10-28
e60f0e74-591a-4199-918e-4fba536d2d6e,2022-09-29,4,112.46936182785628,7,Enterprise,Product A,Windows,1,2023-02-07,2024-10-28
a847a1b1-8e37-4029-9429-83496d1c7952,2022-12-05,6,107.7339353380981,0,Individual,Product B,Linux,1,2023-06-18,2024-10-28
a8a3fba4-0284-4ec1-bfa3-3c910133a204,2023-09-20,13,45.79416277151556,8,Team,Product B,Linux,0,,2024-10-28
7af81f4d-0d5d-4b00-814a-ae173feab66d,2024-10-07,6,85.99840460341791,8,Enterprise,Product B,Mac,1,2025-04-13,2024-10-28
b8bcff29-c7c1-4e6e-8ae4-bf961015a7ba,2022-12-21,1,101.72222002012158,4,Individual,Product A,Linux,1,2023-02-02,2024-10-28
85dc32ec-788b-4bba-bf22-476860aae8c8,2023-02-26,20,75.52008115994623,9,Team,Product A,Linux,0,,2024-10-28
4fa52b03-1fb2-4dde-a452-c0ebedaae9eb,2024-10-21,0,72.96505783560065,3,Enterprise,Product B,Mac,0,,2024-10-28
b13fb33f-7bf6-4e48-9686-cf645a0c969b,2022-11-27,23,44.18522909004517,5,Team,Product A,Mac,0,,2024-10-28
531bf7e4-6e75-48e4-870e-721cbfc61d86,2023-05-19,17,29.310276780589923,6,Team,Product A,Windows,0,,2024-10-28
2252d810-4335-43d8-af1a-3f1d6dcbbe05,2023-03-07,8,109.72157579533267,4,Team,Product A,Mac,1,2023-11-16,2024-10-28
cc67acc7-7e7c-485d-b10e-c32dd65af99a,2023-01-11,21,110.04180571633304,9,Team,Product A,Windows,0,,2024-10-28
2e6bf2de-ee41-415f-b134-a8aed2ad330f,2024-05-16,3,83.31014572732678,8,Enterprise,Product A,Mac,1,2024-08-26,2024-10-28
21fb48f4-b445-4927-b5d5-0c40a81ad312,2022-07-03,9,53.90297910487007,2,Enterprise,Product A,Mac,1,2023-04-07,2024-10-28
304bc0f6-ba5d-45b8-b0c8-e1bf57633331,2023-06-21,16,54.92095746126609,6,Enterprise,Product A,Windows,0,,2024-10-28
e6b7084b-07eb-4489-803f-cf6819b9d04d,2023-03-19,4,92.59556788702393,9,Individual,Product B,Mac,1,2023-07-17,2024-10-28
4a2e0bae-693c-4cff-b09d-5fce75fdc3c0,2023-08-27,14,109.71102599525771,9,Enterprise,Product A,Windows,0,,2024-10-28
93dbc5b4-06cf-45e7-9130-a5d866c06acd,2022-09-16,25,108.70864242651173,4,Team,Product A,Mac,0,,2024-10-28
